"","china_platform","first_salvo"
"26989","""26988"",15,7,1,1,1,3,1,2,""us"",0.09,0.65,0.39,0.02","us"
"26990","""26989"",29,2,2,1,2,1,2,2,""us"",0.05,0.5,0.82,0.42","us"
"26991","""26990"",29,9,1,1,2,2,2,2,""us"",0.61,0.08,0.66,0.66","us"
"26992","""26991"",12,10,2,1,2,2,2,2,""china"",0.41,0.21,0.39,0.94","us"
"26993","""26992"",5,5,2,1,1,2,2,2,""china"",0.85,0.5,0.67,0.94","us"
"26994","""26993"",13,4,2,1,2,2,1,2,""us"",0.73,0.24,0.53,0.11","us"
"26995","""26994"",25,10,2,1,2,1,1,2,""china"",0.8,0.7,0.91,0.76","us"
"26996","""26995"",11,6,2,1,3,2,2,2,""us"",0.33,0.14,0.78,0.44","us"
"26997","""26996"",19,7,2,1,2,2,1,2,""us"",0.97,0.74,0.67,0.78","us"
"26998","""26997"",6,4,2,1,2,1,2,2,""us"",0.22,0.74,0.04,0.61","us"
"26999","""26998"",18,4,2,1,2,3,1,2,""us"",0.55,0.68,0.79,0.91","us"
"27000","""26999"",18,6,1,1,2,3,1,2,""us"",0.21,0.4,0.44,0.84","us"
"27001","""27000"",7,7,2,1,2,3,2,2,""china"",0.13,0.51,0.94,0.89","us"
"27002","""27001"",8,2,1,1,2,1,1,2,""us"",0.35,0.28,0.5,0.16","us"
"27003","""27002"",24,8,1,1,1,2,1,2,""china"",0.37,0.15,0.33,0.93","us"
"27004","""27003"",2,2,2,1,3,2,2,2,""china"",0.53,0.15,0.11,0.07","us"
"27005","""27004"",26,2,2,1,1,1,1,2,""us"",0.25,0.51,0.64,0.95","us"
"27006","""27005"",10,8,2,1,3,2,2,2,""china"",0.18,0.63,0.32,0.94","us"
"27007","""27006"",29,3,1,1,2,3,1,2,""china"",0.55,0.14,0.88,0.84","us"
"27008","""27007"",30,1,1,1,2,3,2,2,""china"",0.48,0.27,0.37,0.25","us"
"27009","""27008"",25,4,2,1,2,3,1,2,""china"",0.19,0.95,0.64,0.88","us"
"27010","""27009"",26,6,1,1,1,3,1,2,""china"",0.49,0.78,0.35,0.75","us"
"27011","""27010"",23,7,1,1,2,1,2,2,""us"",0.87,0.34,0.93,0.48","us"
"27012","""27011"",21,9,2,1,1,3,1,2,""us"",0.69,0.7,0.52,0.39","us"
"27013","""27012"",27,6,1,1,3,2,1,2,""us"",0.79,0.18,0.36,0.88","us"
"27014","""27013"",2,9,2,1,2,3,1,2,""us"",0.96,0.33,0.25,0.09","us"
"27015","""27014"",8,4,2,1,2,2,2,2,""us"",0.68,0.81,0.09,0.28","us"
"27016","""27015"",7,8,2,1,2,3,1,2,""china"",0.99,0.05,0.15,0.5","us"
"27017","""27016"",23,9,2,1,1,3,1,2,""china"",0.6,0.6,0.67,0.26","us"
"27018","""27017"",29,7,2,1,2,3,1,2,""us"",0.05,0.08,0.02,0.62","us"
"27019","""27018"",12,2,1,1,2,3,2,2,""china"",0.42,0.59,0.35,0.53","us"
"27020","""27019"",14,6,1,1,2,2,1,2,""us"",0.82,0.92,0.96,0.09","us"
"27021","""27020"",6,4,2,1,2,3,2,2,""china"",0.7,0.14,0.96,0.12","us"
"27022","""27021"",20,10,1,1,2,2,2,2,""china"",0.06,0.77,0.97,0.35","us"
"27023","""27022"",27,10,1,1,3,1,2,2,""us"",0.71,0.54,0.26,0.03","us"
"27024","""27023"",26,8,2,1,1,2,2,2,""china"",0.13,0.56,0.94,0.64","us"
"27025","""27024"",18,10,2,1,1,3,2,2,""us"",0.1,0.94,0.41,0.52","us"
"27026","""27025"",5,3,2,1,3,2,1,2,""china"",0.21,0.35,0.85,0.04","us"
"27027","""27026"",25,8,2,1,2,2,1,2,""china"",0.44,0.82,0.71,0.46","us"
"27028","""27027"",10,1,1,1,3,1,2,2,""china"",0.45,0.85,0.15,0.36","us"
"27029","""27028"",2,8,1,1,3,2,1,2,""china"",0.94,0.31,0.99,0.9","us"
"27030","""27029"",25,5,1,1,2,2,2,2,""china"",0.34,0.38,0.72,0.05","us"
"27031","""27030"",7,8,1,1,2,2,2,2,""us"",0.56,0.17,0.15,0.45","us"
"27032","""27031"",26,9,2,1,2,2,2,2,""us"",0.47,0.88,0.46,0.32","us"
"27033","""27032"",7,5,2,1,3,1,2,2,""china"",0.25,0.78,0.57,0.26","us"
"27034","""27033"",24,4,1,1,1,3,1,2,""china"",0.11,0.42,0.16,0.1","us"
"27035","""27034"",19,3,1,1,2,2,2,2,""us"",0.78,0.92,0.77,0.1","us"
"27036","""27035"",21,2,2,1,2,1,1,2,""china"",0.51,0.88,0.97,0.73","us"
"27037","""27036"",15,5,2,1,2,3,2,2,""china"",0.41,0.93,0.44,0.13","us"
"27038","""27037"",29,3,2,1,2,3,1,2,""china"",0.25,0.79,0.24,0.61","us"
"27039","""27038"",10,9,1,1,1,2,2,2,""us"",0.35,0.23,0.56,0.91","us"
"27040","""27039"",3,7,2,1,3,1,2,2,""china"",0.33,0.62,0.38,0.09","us"
"27041","""27040"",20,8,2,1,1,2,1,2,""us"",0.85,0.12,0.4,0.88","us"
"27042","""27041"",3,7,2,1,2,3,2,2,""us"",0.59,0.18,0.83,0.59","us"
"27043","""27042"",27,9,1,1,3,2,2,2,""us"",0.85,0.4,0.1,0.41","us"
"27044","""27043"",4,2,1,1,2,2,2,2,""china"",0.27,0.95,0.23,0.92","us"
"27045","""27044"",21,5,1,1,2,1,2,2,""china"",0.98,0.66,0.58,0.34","us"
"27046","""27045"",5,7,1,1,3,2,1,2,""china"",0.01,0.33,0.44,0.75","us"
"27047","""27046"",13,8,2,1,2,3,2,2,""china"",0.18,0.57,0.83,0.38","us"
"27048","""27047"",9,10,2,1,2,1,1,2,""china"",0.12,0.08,0.16,0.6","us"
"27049","""27048"",20,2,1,1,2,1,1,2,""china"",0.57,0.8,0.39,0.58","us"
"27050","""27049"",19,7,1,1,3,3,2,2,""us"",0.12,0.05,0.57,0.2","us"
"27051","""27050"",29,7,2,1,3,3,1,2,""us"",0.06,0.68,0.35,0.71","us"
"27052","""27051"",21,5,1,1,2,2,2,2,""us"",0.06,0.19,0.82,0.54","us"
"27053","""27052"",30,8,1,1,3,3,2,2,""us"",0.02,0.51,0.75,0.3","us"
"27054","""27053"",20,7,1,1,3,1,2,2,""china"",0.84,0.32,0.45,0.22","us"
"27055","""27054"",4,6,1,1,3,1,2,2,""us"",0.53,0.47,0.45,0.39","us"
"27056","""27055"",13,3,2,1,1,1,1,2,""china"",0.44,0.01,0.47,0.19","us"
"27057","""27056"",14,3,2,1,2,1,1,2,""us"",0.76,0.83,0.48,0.05","us"
"27058","""27057"",6,6,1,1,3,1,1,2,""us"",0.41,0.6,0.93,0.87","us"
"27059","""27058"",11,7,1,1,3,1,1,2,""us"",0.68,0.94,0.12,0.25","us"
"27060","""27059"",16,2,2,1,3,3,2,2,""china"",0.02,0.42,0.29,0.56","us"
"27061","""27060"",14,4,1,1,2,1,1,2,""us"",0.23,0.93,0.3,0.08","us"
"27062","""27061"",28,1,2,1,2,3,2,2,""china"",0.05,0.53,0.46,0.53","us"
"27063","""27062"",10,2,2,1,2,2,2,2,""us"",0.81,0.05,0.7,0.82","us"
"27064","""27063"",13,1,2,1,2,1,2,2,""china"",0.39,0.9,0.78,0.48","us"
"27065","""27064"",30,2,2,1,1,2,1,2,""china"",0.21,0.64,1,0.05","us"
"27066","""27065"",18,6,2,1,2,2,1,2,""china"",0.65,0.63,0.95,0.63","us"
"27067","""27066"",14,7,2,1,2,2,1,2,""us"",0.74,0.22,0.16,0.73","us"
"27068","""27067"",15,2,2,1,2,2,2,2,""us"",0.78,0.04,0.93,0.62","us"
"27069","""27068"",17,4,1,1,1,2,2,2,""us"",0.58,0.89,0.87,0.78","us"
"27070","""27069"",24,4,1,1,2,1,1,2,""china"",0.38,0.95,0.06,0.15","us"
"27071","""27070"",4,8,1,1,3,2,1,2,""us"",0.36,0.7,0.66,0.18","us"
"27072","""27071"",16,6,2,1,1,2,2,2,""us"",0.42,0.43,0.26,0.43","us"
"27073","""27072"",14,1,2,1,2,1,2,2,""china"",0.14,0.89,0.32,0.17","us"
"27074","""27073"",16,2,2,1,1,2,1,2,""us"",0.57,0.21,0.59,0.83","us"
"27075","""27074"",27,9,1,1,1,2,1,2,""china"",0.65,0.16,1,0.77","us"
"27076","""27075"",15,6,2,1,2,2,1,2,""us"",0.7,0.94,0.31,0.12","us"
"27077","""27076"",25,2,1,1,1,1,2,2,""us"",0.98,0.87,0.22,0.75","us"
"27078","""27077"",6,1,1,1,1,1,2,2,""us"",0.23,0.2,0.07,0.66","us"
"27079","""27078"",27,5,1,1,2,2,1,2,""us"",0.04,0.39,0.64,0.47","us"
"27080","""27079"",28,5,1,1,2,2,2,2,""us"",0.66,0.58,0.79,0.58","us"
"27081","""27080"",24,3,2,1,1,3,1,2,""china"",0.42,0.36,0.86,0.48","us"
"27082","""27081"",10,5,1,1,1,2,1,2,""us"",0.5,0.55,0.99,0.47","us"
"27083","""27082"",15,5,1,1,2,2,2,2,""us"",0.27,0.12,0.8,0.66","us"
"27084","""27083"",14,9,2,1,2,2,2,2,""china"",0.89,0.95,0.08,0.16","us"
"27085","""27084"",28,4,1,1,2,2,2,2,""us"",0.33,0.29,0.13,0.18","us"
"27086","""27085"",7,2,1,1,3,1,2,2,""china"",0.9,0.41,0.69,0.2","us"
"27087","""27086"",26,3,1,1,2,2,1,2,""us"",0.88,0.73,0.1,0.6","us"
"27088","""27087"",22,6,2,1,2,2,1,2,""us"",0.36,0.43,0.89,0.07","us"
"27089","""27088"",17,10,1,1,2,3,2,2,""us"",0.44,0.06,0.83,0.3","us"
"27090","""27089"",16,2,1,1,2,2,2,2,""china"",0.83,0.86,0.78,0.23","us"
"27091","""27090"",5,3,2,1,2,3,1,2,""us"",0.75,0.76,0.26,0.04","us"
"27092","""27091"",11,4,2,1,3,1,2,2,""china"",0.45,0.24,0.72,0.61","us"
"27093","""27092"",25,5,1,1,1,3,1,2,""us"",0.21,0.04,0.39,0.9","us"
"27094","""27093"",11,4,2,1,1,2,1,2,""china"",0.25,0.26,0.68,0.33","us"
"27095","""27094"",22,5,2,1,1,2,2,2,""us"",0.24,0.3,0.91,0.54","us"
"27096","""27095"",19,10,2,1,2,1,2,2,""china"",0.88,0.41,0.59,0.54","us"
"27097","""27096"",17,8,2,1,1,1,2,2,""china"",0.37,0.15,0.85,0.51","us"
"27098","""27097"",8,8,2,1,1,2,2,2,""china"",0.28,0.65,0.26,0.52","us"
"27099","""27098"",26,6,1,1,2,2,1,2,""china"",0.86,0.34,0.32,0.15","us"
"27100","""27099"",4,7,2,1,3,2,1,2,""china"",0.47,0.59,0.6,0.21","us"
"27101","""27100"",14,4,2,1,2,2,2,2,""china"",0.1,0.22,0.9,0.27","us"
"27102","""27101"",26,6,2,1,3,2,2,2,""china"",0.49,0.84,0.98,0.12","us"
"27103","""27102"",28,8,1,1,2,3,1,2,""china"",0.91,0.82,0.47,0.48","us"
"27104","""27103"",6,9,2,1,2,2,1,2,""us"",0.83,0.5,0.41,0.88","us"
"27105","""27104"",10,6,2,1,2,3,1,2,""us"",0.53,0.78,0.97,0.07","us"
"27106","""27105"",3,5,2,1,1,3,2,2,""us"",0.23,0.35,0.43,0.33","us"
"27107","""27106"",24,6,1,1,3,2,1,2,""china"",0.08,0.15,0.14,0.84","us"
"27108","""27107"",30,7,2,1,2,1,2,2,""china"",0.2,0.39,0.21,0.07","us"
"27109","""27108"",13,8,1,1,2,2,1,2,""us"",0.94,0.73,0.81,0.41","us"
"27110","""27109"",4,3,2,1,3,2,1,2,""china"",0.3,0.4,0.48,0.33","us"
"27111","""27110"",22,2,1,1,3,3,2,2,""china"",0.19,0.72,0.65,0.26","us"
"27112","""27111"",9,4,1,1,1,1,2,2,""us"",0.92,0.33,0.13,0.37","us"
"27113","""27112"",20,3,1,1,1,1,1,2,""us"",0.32,0.16,0.87,0.36","us"
"27114","""27113"",26,3,2,1,1,2,2,2,""us"",0.51,0.6,0.35,0.11","us"
"27115","""27114"",8,4,1,1,2,1,2,2,""us"",0.72,0.36,0.52,0.97","us"
"27116","""27115"",25,4,2,1,1,2,2,2,""us"",0.39,0.79,0.77,0.45","us"
"27117","""27116"",13,6,1,1,1,2,2,2,""us"",0.01,0.49,0.41,0.55","us"
"27118","""27117"",8,4,1,1,2,2,1,2,""china"",0.56,0.8,0.72,0.55","us"
"27119","""27118"",18,3,1,1,2,2,2,2,""china"",0.93,0.67,0.16,0.06","us"
"27120","""27119"",14,1,1,1,1,2,2,2,""china"",0.54,0.67,0.21,0.34","us"
"27121","""27120"",30,4,1,1,1,2,2,2,""us"",0.17,0.27,0.91,0.63","us"
"27122","""27121"",7,1,1,1,2,2,1,2,""china"",0.81,0.64,0.04,0.32","us"
"27123","""27122"",19,1,2,1,1,2,2,2,""us"",0.62,0.25,0.56,0.16","us"
"27124","""27123"",17,4,2,1,1,2,1,2,""us"",0.11,0.69,0.07,0.12","us"
"27125","""27124"",17,10,2,1,2,3,2,2,""china"",0.96,0.34,0.11,0.47","us"
"27126","""27125"",30,3,1,1,3,1,2,2,""china"",0.96,0.11,0.78,0.28","us"
"27127","""27126"",29,5,2,1,2,2,2,2,""china"",0.45,0.64,0.12,0.97","us"
"27128","""27127"",23,9,2,1,1,2,2,2,""us"",0.76,0.19,0.49,0.64","us"
"27129","""27128"",6,6,1,1,3,2,1,2,""china"",0.62,0.37,0.17,0.58","us"
"27130","""27129"",18,2,2,1,1,2,2,2,""us"",0.71,0.02,0.36,0.29","us"
"27131","""27130"",19,9,2,1,3,1,1,2,""us"",0.95,0.46,0.36,0.26","us"
"27132","""27131"",9,10,2,1,1,2,1,2,""us"",0.53,0.73,0.64,0.8","us"
"27133","""27132"",19,2,1,1,1,3,1,2,""china"",0.93,0.27,0.61,0.76","us"
"27134","""27133"",16,2,2,1,2,1,2,2,""us"",0.79,0.81,0.18,0.22","us"
"27135","""27134"",11,9,2,1,1,1,2,2,""china"",0.96,0.18,0.58,0.75","us"
"27136","""27135"",23,9,2,1,1,1,2,2,""china"",0.28,0.5,0.92,0.68","us"
"27137","""27136"",19,9,2,1,2,2,1,2,""china"",0.19,0.07,0.15,0.16","us"
"27138","""27137"",8,6,1,1,3,2,1,2,""us"",0.08,0.5,0.08,0.09","us"
"27139","""27138"",21,3,1,1,1,3,2,2,""us"",0.69,0.7,0.55,0.09","us"
"27140","""27139"",27,2,1,1,1,2,1,2,""us"",0.77,0.87,0.35,0.62","us"
"27141","""27140"",13,10,2,1,2,2,2,2,""china"",0.13,0.29,0.21,0.23","us"
"27142","""27141"",7,10,1,1,1,2,1,2,""china"",0.22,0.27,0.55,0.39","us"
"27143","""27142"",4,2,1,1,2,2,2,2,""china"",0.03,0.09,0.86,0.04","us"
"27144","""27143"",23,2,2,1,3,2,1,2,""us"",0.85,0.46,0.57,0.58","us"
"27145","""27144"",29,3,2,1,2,1,1,2,""us"",0.31,0.53,0.96,0.4","us"
"27146","""27145"",7,3,1,1,2,2,2,2,""china"",0.04,0.48,0.53,0.62","us"
"27147","""27146"",24,5,2,1,2,3,1,2,""china"",0.91,0.99,0.76,0.54","us"
"27148","""27147"",4,5,2,1,1,1,1,2,""china"",0.85,0.95,0.46,0.1","us"
"27149","""27148"",19,1,2,1,2,3,1,2,""us"",0.18,0.7,0.97,0.86","us"
"27150","""27149"",13,4,2,1,3,1,2,2,""china"",0.1,0.07,0.13,0.25","us"
"27151","""27150"",20,8,2,1,2,1,2,2,""china"",0.94,0.78,0.7,0.7","us"
"27152","""27151"",2,6,1,1,2,2,1,2,""us"",0.19,0.1,0.85,0.03","us"
"27153","""27152"",27,8,1,1,3,2,2,2,""us"",0.17,0.8,0.34,0.35","us"
"27154","""27153"",17,1,2,1,2,2,2,2,""us"",0.98,0.08,0.18,0.41","us"
"27155","""27154"",22,9,1,1,2,1,1,2,""us"",0.69,0.03,0.68,0.94","us"
"27156","""27155"",14,9,2,1,1,2,2,2,""china"",0.55,0.79,0.07,0.24","us"
"27157","""27156"",10,1,1,1,2,3,1,2,""us"",0.46,0.15,0.65,0.38","us"
"27158","""27157"",15,7,1,1,2,2,1,2,""us"",0.19,0.64,0.17,0.89","us"
"27159","""27158"",22,3,1,1,1,1,2,2,""china"",0.37,0.84,0.43,0.17","us"
"27160","""27159"",26,8,2,1,3,2,1,2,""us"",0.74,0.4,0.23,0.86","us"
"27161","""27160"",3,8,1,1,2,1,1,2,""china"",0.55,0.85,0.99,0.52","us"
"27162","""27161"",14,2,1,1,2,3,2,2,""china"",0.92,0.42,0.3,0.67","us"
"27163","""27162"",15,5,2,1,3,2,1,2,""china"",0.4,0.71,0.39,0.75","us"
"27164","""27163"",17,6,2,1,2,1,1,2,""us"",0.15,0.82,0.65,0.65","us"
"27165","""27164"",24,6,2,1,2,2,2,2,""china"",0.25,0.5,0.24,0.09","us"
"27166","""27165"",3,5,1,1,1,1,1,2,""china"",0.94,0.95,0.35,0.24","us"
"27167","""27166"",11,2,1,1,2,2,1,2,""us"",0.8,0.59,0.67,0.59","us"
"27168","""27167"",19,9,2,1,2,1,1,2,""us"",0.27,0.82,0.91,0.16","us"
"27169","""27168"",16,1,2,1,2,1,1,2,""us"",0.14,0.75,0.2,0.37","us"
"27170","""27169"",23,6,2,1,1,2,1,2,""us"",0.62,0.63,0.3,0.75","us"
"27171","""27170"",25,7,2,1,3,2,2,2,""china"",0.59,0.7,0.98,0.74","us"
"27172","""27171"",5,3,1,1,3,1,2,2,""china"",0.96,0.37,0.15,0.89","us"
"27173","""27172"",8,2,2,1,3,1,1,2,""us"",0.72,0.8,0.51,0.13","us"
"27174","""27173"",8,5,2,1,3,2,2,2,""us"",0.11,0.92,0.49,0.05","us"
"27175","""27174"",25,6,2,1,2,2,1,2,""china"",0.97,0.01,0.58,0.73","us"
"27176","""27175"",11,5,2,1,1,2,2,2,""china"",0.36,0.2,0.51,0.94","us"
"27177","""27176"",28,3,1,1,2,1,1,2,""china"",0.45,0.25,0.77,0.02","us"
"27178","""27177"",20,4,2,1,2,3,1,2,""us"",0.95,0.04,0.19,0.01","us"
"27179","""27178"",23,1,2,1,2,1,2,2,""china"",0.26,0.27,0.88,0.46","us"
"27180","""27179"",17,3,2,1,2,3,2,2,""china"",0.27,0.88,0.06,0.35","us"
"27181","""27180"",20,9,1,1,1,2,2,2,""china"",0.84,0.02,0.4,0.92","us"
"27182","""27181"",29,9,2,1,2,2,1,2,""us"",0.66,0.2,0.98,0.02","us"
"27183","""27182"",12,5,2,1,3,2,1,2,""us"",0.83,0.05,0.98,0.49","us"
"27184","""27183"",9,9,2,1,1,1,2,2,""us"",0.08,0.66,0.79,0.11","us"
"27185","""27184"",20,8,2,1,2,1,2,2,""china"",0.59,0.28,0.27,0.27","us"
"27186","""27185"",3,6,1,1,1,1,2,2,""china"",0.26,0.84,0.63,0.35","us"
"27187","""27186"",14,10,2,1,2,1,1,2,""china"",0.89,0.54,0.76,0.54","us"
"27188","""27187"",22,8,1,1,2,3,1,2,""us"",0.13,0.37,0.59,0.61","us"
"27189","""27188"",18,7,1,1,2,2,1,2,""us"",0.13,0.79,0.66,0.83","us"
"27190","""27189"",28,9,1,1,1,2,1,2,""china"",0.48,0.6,0.51,0.01","us"
"27191","""27190"",13,5,1,1,3,2,1,2,""us"",0.23,0.23,0.71,0.69","us"
"27192","""27191"",14,8,2,1,2,2,1,2,""us"",0.57,0.17,0.63,0.61","us"
"27193","""27192"",26,1,1,1,2,3,2,2,""us"",0.21,0.39,0.53,0.44","us"
"27194","""27193"",19,2,1,1,2,2,1,2,""china"",0.11,0.43,0.65,0.92","us"
"27195","""27194"",21,5,2,1,1,3,1,2,""china"",0.74,0.86,0.86,0.04","us"
"27196","""27195"",16,5,2,1,2,2,1,2,""china"",0.03,0.21,0.69,0.24","us"
"27197","""27196"",15,6,1,1,3,2,1,2,""us"",0.1,0.2,0.85,0.54","us"
"27198","""27197"",22,3,1,1,3,1,1,2,""china"",0.97,0.54,0.13,0.79","us"
"27199","""27198"",7,2,1,1,2,3,1,2,""china"",0.38,0.2,0.63,0.8","us"
"27200","""27199"",13,3,2,1,1,3,2,2,""china"",0.32,0.86,0.28,0.9","us"
"27201","""27200"",23,4,1,1,2,1,1,2,""us"",0.01,0.35,0.73,0.51","us"
"27202","""27201"",21,6,2,1,2,2,2,2,""us"",0.23,0.83,0.79,0.98","us"
"27203","""27202"",29,2,1,1,2,3,1,2,""china"",0.38,0.33,0.78,1","us"
"27204","""27203"",12,7,2,1,3,3,2,2,""us"",0.34,0.4,0.21,0.77","us"
"27205","""27204"",27,7,2,1,2,1,2,2,""us"",0.77,0.49,0.77,0.81","us"
"27206","""27205"",11,1,2,1,1,2,2,2,""china"",0.79,0.4,0.1,0.25","us"
"27207","""27206"",26,2,2,1,2,2,1,2,""china"",0.87,0.33,0.16,0.95","us"
"27208","""27207"",17,7,1,1,3,3,1,2,""china"",0.37,0.51,0.99,0.72","us"
"27209","""27208"",5,8,2,1,3,2,2,2,""china"",0.19,0.06,0.46,0.88","us"
"27210","""27209"",4,10,1,1,3,2,1,2,""china"",0.47,0.49,0.24,0.52","us"
"27211","""27210"",28,9,1,1,2,2,2,2,""us"",0.39,0.29,0.23,0.66","us"
"27212","""27211"",3,3,2,1,1,2,2,2,""china"",0.85,0.23,0.49,0.61","us"
"27213","""27212"",28,2,1,1,3,1,1,2,""china"",0.84,0.44,0.35,0.74","us"
"27214","""27213"",28,4,2,1,1,1,2,2,""china"",0.62,0.84,0.38,0.16","us"
"27215","""27214"",16,4,1,1,2,1,1,2,""china"",0.76,0.57,0.74,0.44","us"
"27216","""27215"",4,1,2,1,1,1,2,2,""china"",0.74,0.52,0.17,0.4","us"
"27217","""27216"",30,4,1,1,3,1,2,2,""us"",0.89,0.22,0.91,0.64","us"
"27218","""27217"",21,8,2,1,1,1,1,2,""china"",0.52,0.97,0.71,0.38","us"
"27219","""27218"",11,7,1,1,3,1,2,2,""us"",0.41,0.17,0.91,0.29","us"
"27220","""27219"",23,1,1,1,2,3,1,2,""us"",0.98,0.94,0.1,0.29","us"
"27221","""27220"",29,10,2,1,2,1,1,2,""us"",0.06,0.45,0.72,0.73","us"
"27222","""27221"",19,2,2,1,2,2,1,2,""china"",0.53,0.35,0.77,0.09","us"
"27223","""27222"",27,5,1,1,2,1,2,2,""china"",0.29,0.81,0.29,0.93","us"
"27224","""27223"",27,8,2,1,2,3,2,2,""china"",0.98,0.22,0.74,0.03","us"
"27225","""27224"",26,2,1,1,2,2,1,2,""us"",0.35,0.95,0.22,0.27","us"
"27226","""27225"",24,10,2,1,2,3,2,2,""china"",0.25,0.88,0.41,0.9","us"
"27227","""27226"",2,4,1,1,1,2,2,2,""us"",0.07,0.46,0.67,0.22","us"
"27228","""27227"",21,4,1,1,1,2,2,2,""us"",0.89,0.23,0.9,0.48","us"
"27229","""27228"",12,9,1,1,1,2,2,2,""us"",0.92,0.82,0.82,0.04","us"
"27230","""27229"",25,7,2,1,2,2,1,2,""us"",0.61,0.24,0.59,0.97","us"
"27231","""27230"",22,3,2,1,2,2,1,2,""china"",0.02,0.61,0.4,0.39","us"
"27232","""27231"",11,8,2,1,3,3,2,2,""china"",0.2,0.04,0.52,0.33","us"
"27233","""27232"",22,3,1,1,1,3,2,2,""us"",1,0.25,0.7,0.72","us"
"27234","""27233"",14,8,2,1,2,3,2,2,""china"",0.29,0.71,0.92,0.53","us"
"27235","""27234"",20,6,1,1,1,2,1,2,""china"",0.81,0.53,0.95,0.69","us"
"27236","""27235"",6,5,1,1,1,3,1,2,""us"",0.3,0.54,0.38,0.5","us"
"27237","""27236"",15,6,1,1,2,1,1,2,""us"",0.56,0.67,0.61,0.12","us"
"27238","""27237"",9,7,1,1,3,2,2,2,""china"",0.52,0.09,0.43,0.37","us"
"27239","""27238"",15,1,2,1,2,3,1,2,""china"",0.77,0.2,0.78,0.87","us"
"27240","""27239"",9,7,1,1,2,3,2,2,""china"",0.23,0.8,0.04,0.8","us"
"27241","""27240"",14,8,2,1,2,3,1,2,""us"",0.52,0.68,0.27,0.01","us"
"27242","""27241"",28,4,2,1,2,1,2,2,""us"",0.03,0.99,0.57,0.28","us"
"27243","""27242"",10,8,1,1,1,3,1,2,""us"",0.63,0.41,0.03,0.56","us"
"27244","""27243"",7,6,1,1,1,1,1,2,""china"",0.44,0.34,0.23,0.5","us"
"27245","""27244"",6,10,2,1,2,3,1,2,""china"",0.84,0.9,0.83,0.83","us"
"27246","""27245"",14,8,1,1,2,2,1,2,""us"",0.31,0.55,0.85,0.53","us"
"27247","""27246"",10,1,1,1,2,2,1,2,""us"",0.35,0.14,0.01,0.23","us"
"27248","""27247"",14,4,2,1,2,3,1,2,""china"",0.69,0.11,0.87,0.29","us"
"27249","""27248"",14,7,1,1,2,2,2,2,""us"",0.41,0.22,0.8,0.28","us"
"27250","""27249"",21,2,2,1,1,2,1,2,""us"",0.46,0.32,0.29,0.69","us"
"27251","""27250"",11,5,2,1,2,2,1,2,""china"",0.75,0.45,0.82,0.9","us"
"27252","""27251"",18,7,1,1,1,3,2,2,""us"",0.48,0.84,0.9,0.44","us"
"27253","""27252"",23,9,1,1,2,2,1,2,""china"",0.79,0.02,0.45,0.06","us"
"27254","""27253"",7,5,2,1,1,3,1,2,""china"",0.06,0.47,0.99,0.85","us"
"27255","""27254"",30,3,1,1,2,2,1,2,""china"",0.07,0.14,0.47,0.36","us"
"27256","""27255"",13,5,1,1,3,3,2,2,""china"",0.62,0.77,0.8,0.71","us"
"27257","""27256"",12,6,1,1,2,2,1,2,""china"",0.12,0.51,0.43,0.49","us"
"27258","""27257"",26,5,1,1,2,2,2,2,""china"",0.84,0.69,0.24,0.77","us"
"27259","""27258"",9,7,2,1,2,3,2,2,""us"",0.23,0.56,0.54,0.4","us"
"27260","""27259"",2,6,2,1,2,1,1,2,""us"",0.76,0.88,0.84,0.49","us"
"27261","""27260"",20,5,1,1,1,1,2,2,""us"",0.75,0.58,0.46,0.93","us"
"27262","""27261"",6,10,1,1,3,2,1,2,""china"",0.1,0.47,0.31,0.73","us"
"27263","""27262"",26,5,2,1,1,2,2,2,""china"",0.55,0.66,0.35,0.69","us"
"27264","""27263"",18,2,2,1,2,2,1,2,""us"",0.07,0.47,0.14,0.11","us"
"27265","""27264"",20,3,2,1,2,3,1,2,""us"",0.86,0.16,0.44,0.45","us"
"27266","""27265"",23,9,1,1,2,2,2,2,""us"",0.73,0.05,0.42,0.58","us"
"27267","""27266"",7,8,2,1,3,3,2,2,""china"",0.57,0.65,0.96,0.97","us"
"27268","""27267"",20,10,1,1,2,3,1,2,""china"",0.35,0.66,0.96,0.96","us"
"27269","""27268"",11,7,2,1,2,2,1,2,""china"",0.58,0.03,0.26,0.19","us"
"27270","""27269"",28,6,2,1,2,1,1,2,""us"",0.67,0.48,0.14,0.94","us"
"27271","""27270"",9,2,1,1,2,2,1,2,""us"",0.3,0.16,0.14,0.18","us"
"27272","""27271"",18,4,2,1,2,2,1,2,""china"",0.64,0.98,0.1,0.67","us"
"27273","""27272"",4,9,1,1,1,2,1,2,""us"",0.4,0.86,0.42,0.82","us"
"27274","""27273"",10,3,1,1,2,2,2,2,""us"",0.9,0.76,0.89,0.58","us"
"27275","""27274"",25,5,1,1,2,3,2,2,""china"",0.26,0.59,0.13,0.15","us"
"27276","""27275"",2,7,1,1,3,2,1,2,""china"",0.82,0.53,0.93,0.6","us"
"27277","""27276"",6,4,2,1,1,1,1,2,""us"",0.31,0.08,0.51,0.35","us"
"27278","""27277"",10,10,1,1,3,2,1,2,""us"",0.02,0.42,0.7,1","us"
"27279","""27278"",8,4,1,1,2,1,2,2,""china"",0.09,0.63,0.54,0.82","us"
