"","china_platform","us_platform","china_staying_power","us_staying_power","china_defense","us_defense","china_offense","us_offense","first_salvo","china_scouting","us_scouting","china_ready","us_ready","outcome_china","outcome_us","iter"
"33236",27,9,1,1,3,2,2,2,"us",0.91,0.25,0.54,0.48,"69.74","-123.0068","1"
"33237",11,6,2,1,2,2,1,2,"us",0.38,0.28,0.44,0.35,"15.28","-2.4064","1"
"33238",17,6,1,1,2,2,2,2,"us",0.15,0.61,0.05,0.58,"16.26","-0.558","1"
"33239",17,2,2,1,1,2,2,2,"us",0.81,0.71,0.69,0.55,"21.445","-30.5409","1"
"33240",16,3,2,1,3,3,1,2,"us",0.5,0.81,0.58,0.35,"28.3","-10.05","1"
"33241",16,7,2,1,2,3,1,2,"us",0.53,0.8,0.09,0.51,"15.84","-3.3352","1"
"33242",6,4,1,1,1,1,2,2,"us",0.14,0.57,0.82,0.7,"14.606688","-2.42251264","2"
"33243",8,2,1,1,3,2,2,2,"us",0.74,0.6,0.95,0.01,"28.4","-39.992","1"
"33244",9,6,2,1,3,3,1,2,"china",0.17,0.25,0.14,0.91,"-11.302456453125","75.4751625625","3"
"33245",5,9,1,1,3,1,2,2,"us",0.06,0.14,0.3,0.78,"57.2744354392166","-5.50226276059463","4"
"33246",15,6,1,1,2,2,1,2,"us",0.23,0.69,0.26,0.46,"20.04","-0.769200000000001","1"
"33247",26,9,1,1,1,2,2,2,"china",0.79,0.34,0.68,0.35,"69.3024","-37.68","1"
"33248",4,7,1,1,1,3,1,2,"us",0.79,0.59,0.38,0.34,"2.41819842716769","-0.871294053450009","4"
"33249",11,7,1,1,1,2,2,2,"china",0.12,0.4,0.93,0.81,"70.0214414","-2.63888799999999","3"
"33250",26,8,2,1,1,2,1,2,"us",0.41,0.54,0.18,0.58,"27.26","-6.8566","1"
"33251",4,10,2,1,2,2,1,2,"us",0.81,0.85,0.75,0.74,"8.70805","-5.3993605","2"
"33252",13,10,1,1,1,2,2,2,"us",0.03,0.31,0.65,0.19,"53.3195799264","-2.933959109184","3"
"33253",11,3,1,1,1,2,1,2,"china",0.76,0.18,0.4,0.52,"16.9408","-4.28","1"
"33254",9,9,2,1,2,2,2,2,"china",0.92,0.49,0.53,0.59,"19.748","-12.2","1"
"33255",12,8,1,1,2,3,2,2,"us",0.34,0.67,0.3,0.65,"16.52","-5.3336","1"
"33256",12,5,1,1,3,2,1,2,"china",0.82,0.38,0.49,0.77,"33.2576","-4.76","1"
"33257",5,8,1,1,2,3,2,2,"us",0.62,0.34,0.5,0.39,"8.64","-6.3736","1"
"33258",29,7,2,1,1,3,2,2,"us",0.22,0.9,0.03,0.82,"27.635","-5.2394","1"
"33259",14,5,1,1,2,2,2,2,"china",0.37,0.37,0.22,0.56,"24.6888","-6.12","1"
"33260",17,4,1,1,1,2,2,2,"china",0.3,0.35,0.44,0.07,"30.024","-7.92","1"
"33261",17,1,1,1,3,3,2,2,"us",0.16,0.15,0.12,0.71,"22.52","-0.946400000000001","1"
"33262",4,5,1,1,1,2,1,2,"us",0.55,0.12,0.27,0.31,"5.6716","-1.96918","2"
"33263",11,10,2,1,3,2,1,2,"us",0.37,0.11,0.29,0.9,"15.565","-0.159049999999999","1"
"33264",19,3,1,1,2,1,2,2,"us",0.34,0.34,0.98,0.14,"54.88","-35.0384","1"
"33265",11,7,2,1,1,2,2,2,"china",0.64,0.4,0.94,0.14,"20.778","-11.52","1"
"33266",6,8,1,1,3,3,2,2,"china",0.87,0.94,0.71,0.54,"28.556","-5.2","1"
"33267",5,2,2,1,1,2,2,2,"china",0.04,0.24,0.77,0.99,"-6.090532066616","47.7323202784","3"
"33268",15,7,2,1,1,2,2,2,"china",0.42,0.49,0.5,0.13,"23.6892","-10.08","1"
"33269",10,5,1,1,2,2,2,2,"china",0.19,0.46,0.17,0.32,"13.8784","-0.52","1"
"33270",29,3,1,1,2,2,2,2,"us",0.57,0.24,0.8,0.8,"74.44","-79.6616","1"
"33271",20,7,2,1,2,1,2,2,"china",0.58,0.6,0.49,0.64,"41.752","-19.92","1"
"33272",18,2,2,1,2,2,1,2,"us",0.72,0.2,0.4,0.83,"24.8","-12.536","1"
"33273",10,4,2,1,1,3,1,2,"us",0.76,0.13,0.29,0.75,"11.19","-2.0044","1"
"33274",9,3,1,1,1,1,1,2,"china",0.69,0.07,0.49,0.73,"13.795","-2.75","1"
"33275",24,4,2,1,3,2,1,2,"china",0.7,0.62,0.22,0.11,"40.8232","-14.36","1"
"33276",23,5,2,1,3,2,1,2,"china",0.28,0.72,0.85,0.07,"55.3202","-4.16","1"
"33277",8,5,2,1,1,2,1,2,"china",0.41,0.15,0.22,0.61,"9.812799","-0.994259999999999","2"
"33278",23,10,2,1,3,2,1,2,"china",0.52,0.85,0.39,0.01,"44.887","-9.92","1"
"33279",21,2,1,1,1,2,1,2,"china",0.18,0.98,0.22,0.02,"28.952","-1.7","1"
"33280",6,10,1,1,3,3,2,2,"us",0.63,0.07,0.16,0.15,"8.6","-7.936","1"
"33281",4,4,1,1,1,3,1,2,"china",0.85,0.58,0.05,0.53,"-1.0005648","2.79528","2"
"33282",4,8,1,1,1,3,1,2,"china",0.4,0.13,0.46,0.84,"-12.8660836864","60.39535104","3"
"33283",19,6,1,1,2,1,1,2,"china",0.74,0.87,0.95,0.81,"73.2656","-10.44","1"
"33284",8,7,1,1,2,3,2,2,"us",0.89,0.1,0.51,0.72,"15.76","-21.7328","1"
"33285",13,9,1,1,2,3,1,2,"china",0.31,0.2,0.93,0.72,"105.317216","-4.00544","2"
"33286",3,5,1,1,2,2,1,2,"china",0.78,0.12,0.11,0.67,"-3.85212638504677","20.7714840237412","5"
"33287",18,2,1,1,3,2,2,2,"china",0.14,0.74,0.72,0.8,"201.84977408","-15.444096","2"
"33288",13,7,1,1,2,2,1,2,"us",0.42,0.89,0.04,0.48,"10.48","-0.4816","1"
"33289",19,4,1,1,1,1,2,2,"us",0.02,0.34,0.94,0.63,"130.98024736","-4.7592596544","3"
"33290",17,4,2,1,2,2,2,2,"china",0.24,0.71,0.29,0.19,"25.764","-5.4","1"
"33291",5,9,1,1,3,2,1,2,"china",0.36,0.61,0.16,0.94,"-8.98381504","10.480032","2"
"33292",26,7,1,1,2,2,1,2,"china",0.38,0.83,0.17,0.9,"41.9448","-4.28","1"
"33293",9,5,1,1,1,2,2,2,"china",0.38,0.46,0.48,0.81,"14.792","-1.6","1"
"33294",22,2,1,1,3,3,2,2,"us",0.89,0.55,0.43,0.57,"48.18","-80.3404","1"
"33295",3,5,1,1,1,2,2,2,"china",0.63,0.08,0.7,0.45,"9.68599488","-6.383968","2"
"33296",12,2,2,1,1,1,2,2,"us",0.26,0.51,0.71,0.48,"15.24","-4.9648","1"
"33297",13,9,1,1,1,1,1,2,"china",0.39,0.52,0.16,0.9,"16.4008","-1.27","1"
"33298",28,2,1,1,1,3,2,2,"us",0.65,0.88,0.62,0.98,"41.84","-46.512","1"
"33299",9,8,1,1,2,2,2,2,"us",0.04,0.94,0.35,0.65,"-18.0861608819814","39.4048958684209","4"
"33300",12,8,1,1,1,2,2,2,"us",0.3,0.34,1,0.46,"22.64","-9.744","1"
"33301",27,6,1,1,3,2,1,2,"us",0.41,0.73,0.37,0.48,"54.05","-18.2405","1"
"33302",6,3,2,1,2,1,2,2,"china",0.66,0.27,0.96,0.73,"12.9642","-4.46","1"
"33303",26,7,1,1,3,2,1,2,"us",0.64,0.7,0.82,0.82,"87.16","-50.5024","1"
"33304",16,6,1,1,2,2,1,2,"us",0.82,0.48,0.54,0.03,"31.36","-23.5952","1"
"33305",21,2,1,1,3,1,2,2,"us",0.6,0.87,0.24,0.28,"32.64","-36.608","1"
"33306",23,9,1,1,3,2,2,2,"china",1,0.98,0.88,0.07,"169.4112","-43.72","1"
"33307",20,9,1,1,3,2,2,2,"china",0.73,0.65,0.75,0.14,"99.632","-26.64","1"
"33308",4,1,2,1,3,2,1,2,"china",0.35,0.1,0.05,0.55,"-1.0298007738","32.259249603","5"
"33309",9,9,2,1,1,3,2,2,"china",0.61,0.86,0.42,0.39,"16.6004","-6.64","1"
"33310",18,4,2,1,3,2,1,2,"us",0.51,0.85,0.73,0.34,"36.01","-15.0051","1"
"33311",6,9,1,1,3,2,2,2,"china",0.03,0.64,0.9,0.5,"2736.46934937662","-31.4533632222566","5"
"33312",12,4,2,1,1,3,1,2,"china",0.55,0.76,0.43,0.89,"20.8267328","-4.99388","2"
"33313",23,9,1,1,2,1,2,2,"china",0.38,0.02,0.43,0.54,"43.356","-14.4","1"
"33314",23,2,2,1,2,1,2,2,"us",0.44,0.79,0.41,0.51,"30.85","-24.128","1"
"33315",27,10,2,1,2,1,2,2,"china",0.86,0.62,0.49,0.09,"67.6712","-44.26","1"
"33316",5,9,1,1,2,2,1,2,"china",0.04,0.24,0.3,0.45,"-2.87896677164646","23.0596771411968","4"
"33317",3,6,1,1,3,2,1,2,"us",0.45,0.19,0.95,0.72,"41.53219","-18.6297055","2"
"33318",22,7,1,1,3,2,1,2,"us",0.01,0.21,0.34,0.15,"353.689138295997","-2.53394267651197","4"
"33319",28,10,1,1,2,2,1,2,"china",0.76,0.47,0.42,0.36,"68.2896","-17.84","1"
"33320",2,5,1,1,3,2,1,2,"us",0.96,0.93,0.15,0.31,"-0.82","4.0272","1"
"33321",2,6,2,1,1,3,2,2,"china",0.93,0.38,0.86,0.29,"6.08079632","-5.268064","2"
"33322",15,4,1,1,2,2,2,2,"us",0.95,0.65,0.63,0.83,"31.3","-54.15","1"
"33323",12,9,1,1,1,2,1,2,"china",0.43,0.89,0.08,0.27,"16.6624","-2.08","1"
"33324",28,10,1,1,3,2,2,2,"china",0.14,0.53,0.3,0.71,"56.38","-3","1"
"33325",2,9,1,1,1,3,2,2,"china",0.54,0.75,0.18,0.26,"-3.01","2.2112","2"
"33326",16,8,1,1,2,2,2,2,"china",0.72,0.96,0.06,0.41,"55.168","-19.4","1"
"33327",5,7,1,1,1,1,2,2,"us",0.14,0.84,0.82,0.64,"12.8817318784","-2.614401009152","3"
"33328",9,8,1,1,3,1,1,2,"china",0.94,0.27,0.49,0.47,"25.2108","-5.52","1"
"33329",12,2,2,1,2,2,1,2,"china",0.51,0.81,0.31,0.29,"18.1176","-2.96","1"
"33330",17,2,1,1,3,2,1,2,"china",0.87,0.88,0.17,0.96,"41.422","-8.95","1"
"33331",19,2,2,1,3,1,1,2,"china",0.27,0.51,0.59,0.37,"37.0339","-2.39","1"
"33332",25,2,1,1,2,2,1,2,"china",0.59,0.71,0.23,0.98,"49.0386","-8.83","1"
"33333",2,8,1,1,2,2,2,2,"us",0.15,0.86,0.52,0.77,"-7.10176","14.546048","2"
"33334",21,7,2,1,2,1,1,2,"china",0.32,0.19,0.67,0.81,"35.659","-3.1","1"
"33335",19,3,2,1,2,2,2,2,"us",0.23,0.23,0.15,0.05,"21.39","-7.6394","1"
"33336",14,5,1,1,1,2,2,2,"china",0.75,0.23,0.02,0.85,"21.456","-15.6","1"
"33337",28,4,1,1,2,2,1,2,"us",0.36,0.49,0.84,0.96,"73.08","-20.4688","1"
"33338",3,6,1,1,3,2,2,2,"us",0.63,0.08,0.46,0.29,"6.82","-5.4332","1"
"33339",9,7,1,1,1,3,1,2,"china",0.39,0.62,0.58,0.38,"25.33079472","-3.525628","2"
"33340",17,2,1,1,1,1,1,2,"china",0.58,0.57,0.18,0.64,"27.5612","-6.58","1"
"33341",24,5,2,1,1,1,1,2,"china",0.87,0.45,0.38,0.28,"36.804","-18.32","1"
"33342",24,8,2,1,2,2,1,2,"us",0.28,0.92,0.84,0.32,"42.32","-8.5696","1"
"33343",27,5,1,1,1,2,1,2,"china",0.64,0.28,1,0.58,"61.2576","-12.96","1"
"33344",16,7,1,1,2,2,2,2,"us",0.39,0.45,0.89,0.85,"42.68","-27.8904","1"
"33345",29,6,2,1,2,3,1,2,"us",0.06,0.41,0.3,0.54,"-56.7801142062201","886.200465855525","8"
"33346",30,4,1,1,2,2,2,2,"china",0.46,0.48,0.12,0.12,"61.3152","-25.12","1"
"33347",23,4,2,1,2,2,1,2,"china",0.5,0.11,0.3,0.2,"30.857","-8.7","1"
"33348",25,2,2,1,3,2,1,2,"us",0.61,0.33,0.25,0.86,"33.715","-15.12615","1"
"33349",9,2,2,1,2,2,2,2,"us",0.71,0.53,0.99,0.18,"16.85","-21.207","1"
"33350",29,5,1,1,3,2,1,2,"us",0.08,0.64,0.1,0.88,"-117.637921941944","307.954967077983","7"
"33351",22,2,1,1,3,2,2,2,"china",0.79,0.36,0.02,0.33,"45.9568","-31.44","1"
"33352",27,4,1,1,1,2,2,2,"china",0.32,0.26,0.62,0.25,"51.1656","-14.28","1"
"33353",16,6,2,1,2,1,2,2,"us",0.77,0.15,0.6,0.8,"25.3","-35.362","1"
"33354",20,8,1,1,3,2,1,2,"china",0.08,0.89,0.32,0.6,"230.930991882666","-3.34746782433281","4"
"33355",19,4,1,1,3,2,2,2,"us",0.97,0.44,0.36,0.52,"37.76","-69.1744","1"
"33356",23,8,2,1,3,2,1,2,"china",0.6,0.82,0.86,0.76,"59.8532","-8.76","1"
"33357",6,9,2,1,2,2,2,2,"china",0.55,0.84,0.21,0.31,"10.0824","-3.36","1"
"33358",14,6,1,1,1,1,2,2,"us",0.03,0.35,0.78,0.36,"40.94944","-0.6769984","2"
"33359",13,7,1,1,2,1,1,2,"china",0.74,0.87,0.56,0.47,"39.1832","-6.68","1"
"33360",20,6,1,1,2,1,2,2,"us",0.3,0.43,0.75,0.77,"48.28","-25.428","1"
"33361",13,5,1,1,2,1,1,2,"china",0.72,0.32,0.6,0.05,"33.2464","-7.26","1"
"33362",10,8,1,1,2,2,1,2,"us",0.91,0.07,0.04,0.3,"10.52","-6.3732","1"
"33363",10,3,2,1,2,2,1,2,"china",0.41,0.04,0.55,0.42,"15.5168","-0.42","1"
"33364",22,6,1,1,2,3,1,2,"us",0.94,0.37,0.5,0.44,"42.52","-35.3288","1"
"33365",4,7,1,1,2,2,2,2,"china",0.91,0.22,0.14,0.35,"6.8272","-3.88","1"
"33366",28,2,2,1,2,3,1,2,"china",0.85,0.63,0.99,0.88,"66.1276","-16.52","1"
"33367",3,8,2,1,2,2,2,2,"us",0.25,0.57,0.75,0.44,"10.83194475","-5.237231375","3"
"33368",9,5,1,1,2,1,2,2,"us",0.5,0.48,0.52,0.71,"16.44","-13.02","1"
"33369",27,2,1,1,2,1,2,2,"china",0.24,0.95,0.43,0.16,"70.436","-10.64","1"
"33370",8,8,1,1,2,2,1,2,"us",0.43,0.09,0.59,0.84,"17.08","-1.9844","1"
"33371",15,6,2,1,1,3,1,2,"china",0.56,0.2,0.5,0.32,"19.646","-4.48","1"
"33372",3,7,2,1,3,3,1,2,"china",0.92,0.9,0.03,0.71,"-0.0149999999999997","3.5","1"
"33373",29,5,1,1,2,2,2,2,"china",0.79,0.97,0.18,0.85,"117.8548","-40.42","1"
"33374",13,4,2,1,2,2,1,2,"china",0.17,0.41,0.23,0.41,"18.95312289","-0.0160290000000005","2"
"33375",11,6,1,1,2,1,1,2,"us",0.57,0.55,0.45,0.47,"18.7","-7.719","1"
"33376",22,3,2,1,1,2,1,2,"us",0.81,0.03,0.08,0.21,"22.82","-15.6442","1"
"33377",17,1,1,1,1,2,1,2,"us",0.44,0.67,0.62,0.67,"24.86","-6.2584","1"
"33378",21,8,2,1,2,1,1,2,"us",0.04,0.15,0.67,0.89,"160.33805395512","-5.7895307292768","4"
"33379",16,10,2,1,2,3,2,2,"china",0.49,0.76,0.5,0.48,"32.208","-10.8","1"
"33380",5,3,2,1,3,1,2,2,"china",0.25,0.73,0.12,0.54,"7.809311","-1.8451","2"
"33381",12,3,2,1,3,2,2,2,"china",0.54,0.67,0.05,0.8,"18.0992","-7.76","1"
"33382",26,4,1,1,1,3,2,2,"china",0.05,0.2,0.6,0.84,"-27.19990706176","398.1942242304","5"
"33383",24,3,2,1,2,3,1,2,"china",0.35,0.06,0.77,0.68,"42.6192","-2.32","1"
"33384",2,1,1,1,2,3,2,2,"china",0.21,0.13,0.09,0.37,"-3.499932860032","13.7122346432","3"
"33385",10,4,1,1,2,1,2,2,"china",0.35,0.02,0.65,0.75,"23.14","-3.5","1"
"33386",18,5,2,1,2,3,2,2,"china",0.63,0.64,0.56,0.21,"40.5088","-19.42","1"
"33387",16,9,1,1,1,1,1,2,"us",0.7,0.97,0.27,0.58,"16.44","-8.348","1"
"33388",25,8,1,1,2,3,1,2,"us",0.59,0.14,0.49,0.76,"48.94","-22.3146","1"
"33389",17,7,1,1,3,1,2,2,"us",0.3,0.32,0.99,0.67,"66.21","-36.386","1"
"33390",8,8,2,1,1,2,2,2,"china",0.94,0.13,0.34,0.92,"10.5768","-9.36","1"
"33391",10,3,1,1,1,3,1,2,"china",0.13,0.11,0.47,0.02,"21.56784856","-1.018348","2"
"33392",10,2,2,1,2,3,1,2,"china",0.88,0.91,0.89,0.42,"22.7948","-4.28","1"
"33393",21,4,2,1,2,3,1,2,"us",0.95,0.39,0.29,0.44,"26.31","-20.3545","1"
"33394",27,5,1,1,1,1,1,2,"us",0.47,0.25,0.94,0.31,"51.38","-21.5286","1"
"33395",14,4,1,1,2,2,2,2,"us",0.02,0.14,0.57,0.63,"596.362597045894","-17.2696091933159","5"
"33396",3,6,2,1,2,3,1,2,"us",0.81,0.47,0.93,0.57,"8.659495","-2.97222595","2"
"33397",26,6,1,1,1,1,1,2,"china",0.36,0.37,0.4,0.93,"40.47","-5.5","1"
"33398",12,2,1,1,2,3,2,2,"us",0.39,0.84,0.71,0.26,"25.68","-16.4704","1"
"33399",22,6,2,1,3,2,1,2,"us",0.1,0.58,0.93,0.57,"51.53","-0.873000000000001","1"
"33400",16,3,1,1,2,2,2,2,"china",0.58,0.92,0.03,0.64,"42.72","-14","1"
"33401",23,6,2,1,2,1,1,2,"us",0.76,0.42,0.32,0.12,"29.52","-20.1952","1"
"33402",13,5,1,1,2,2,1,2,"china",0.54,0.08,0.51,0.88,"26.5","-1.5","1"
"33403",15,8,1,1,3,2,1,2,"china",0.55,0.05,0.67,0.49,"45.579","-4.29","1"
"33404",28,6,1,1,1,3,1,2,"us",0.22,0.59,0.6,0.58,"42.44","-3.8568","1"
"33405",22,9,1,1,2,2,1,2,"us",0.69,0.07,0.14,0.08,"27.88","-16.9172","1"
"33406",21,3,1,1,1,1,2,2,"china",0.41,0.16,0.29,0.8,"31.4484","-13.62","1"
"33407",5,3,2,1,2,2,1,2,"china",0.93,0.97,0.26,0.79,"11.27531313","-4.083129","2"
"33408",14,2,1,1,2,1,2,2,"us",0.64,0.7,0.56,0.38,"26.88","-31.6464","1"
"33409",18,3,1,1,2,3,2,2,"china",0.04,0.93,0.88,0.85,"-35.527929348102","183.173117621131","4"
"33410",29,3,1,1,2,1,2,2,"china",0.99,0.36,0.1,0.38,"74.1552","-54.66","1"
"33411",29,1,2,1,2,1,2,2,"china",0.29,0.59,0.94,0.31,"64.638","-14.2","1"
"33412",7,6,1,1,3,2,2,2,"china",0.89,0.52,0.91,0.98,"32.9116","-6.54","1"
"33413",28,4,2,1,2,1,1,2,"china",0.48,0.71,0.49,0.55,"49.0614","-10.34","1"
"33414",7,2,2,1,2,2,2,2,"us",0.65,0.41,0.47,0.04,"9.47","-10.151","1"
"33415",21,5,2,1,3,3,2,2,"us",0.42,0.79,0.99,0.99,"50.605","-34.5682","1"
"33416",25,5,1,1,2,2,1,2,"us",0.08,0.75,0.88,0.53,"66","-1.16","1"
"33417",18,8,2,1,3,2,2,2,"china",0.77,0.89,0.87,0.97,"60.9276","-21.84","1"
"33418",6,8,2,1,3,3,1,2,"us",0.21,0.25,0.61,1,"-215.674273920604","4202.38319338211","6"
"33419",19,10,2,1,2,3,1,2,"china",0.16,0.24,0.53,0.1,"29.1756","-0.44","1"
"33420",12,4,2,1,2,1,1,2,"us",0.23,0.13,0.59,0.3,"18.82","-1.7286","1"
"33421",30,2,1,1,1,1,2,2,"us",0.75,0.03,0.33,0.09,"39.78","-57.49","1"
"33422",25,4,1,1,2,3,2,2,"china",0.18,0.34,0.28,0.08,"43.4336","-6.52","1"
"33423",18,4,2,1,3,3,1,2,"us",0.74,0.77,0.53,0.59,"30.77","-17.2298","1"
"33424",7,2,1,1,2,1,2,2,"china",0.75,0.86,0.11,0.1,"22.816","-8.3","1"
"33425",11,9,2,1,2,2,1,2,"china",0.4,0.35,0.54,0.82,"27.12864","-4.3296","2"
"33426",21,5,2,1,3,2,2,2,"china",0.29,0.95,0.67,0.56,"49.648","-7.94","1"
"33427",5,10,1,1,2,3,2,2,"china",0.98,0.11,0.93,0.83,"14.9204","-2.82","1"
"33428",8,4,1,1,2,2,1,2,"china",0.52,0.99,0.16,0.35,"12.0648","-0.76","1"
"33429",28,10,2,1,2,2,2,2,"china",0.36,0.56,0.88,0.93,"60.7264","-14.44","1"
"33430",5,5,1,1,1,2,2,2,"china",0.51,0.59,0.25,0.87,"13.00618976","-4.876432","2"
"33431",7,3,1,1,1,2,2,2,"us",0.28,0.04,0.05,0.79,"7.458812","-1.25224672","2"
"33432",26,1,1,1,3,2,2,2,"china",0.99,0.85,0.81,0.76,"168.128","-46.44","1"
"33433",8,3,1,1,2,2,2,2,"us",0.37,0.94,0.69,0.09,"15.28","-8.9472","1"
"33434",19,5,2,1,3,2,2,2,"us",0.43,0.14,0.42,0.92,"30.69","-20.7134","1"
"33435",24,1,1,1,2,2,1,2,"china",0.65,0.44,0.98,0.35,"81.776","-12.2","1"
"33436",8,10,1,1,2,2,1,2,"china",0.35,0.5,0.94,0.3,"72.4872","-7.284","2"
"33437",10,8,1,1,1,2,2,2,"us",0.19,0.47,0.23,0.77,"11.763424","-1.62428512","2"
"33438",24,9,1,1,3,1,2,2,"china",0.26,0.12,0.26,0.43,"45.0288","-9.62","1"
"33439",6,7,2,1,1,1,1,2,"china",0.58,0.12,0.97,0.02,"9.0828","-1.44","1"
"33440",17,6,1,1,2,3,1,2,"china",0.38,0.17,0.35,0.66,"29.07","-0.5","1"
"33441",28,6,2,1,3,3,2,2,"us",0.26,0.58,0.37,0.9,"42.38","-14.6376","1"
"33442",15,2,2,1,1,3,2,2,"us",0.29,0.04,0.69,0.11,"20.095","-8.9951","1"
"33443",28,7,1,1,2,3,1,2,"us",0.53,0.9,0.7,0.11,"63.6","-31.048","1"
"33444",4,10,2,1,2,3,1,2,"china",0.97,0.63,0.94,0.43,"17.6616109","-5.49643","2"
"33445",3,9,2,1,2,2,1,2,"us",0.09,0.41,0.72,0.67,"-18.6810063006887","120.531976329457","5"
"33446",24,5,1,1,2,1,1,2,"china",0.32,0.72,0.63,0.66,"60.5184","-4.36","1"
"33447",6,5,2,1,3,2,1,2,"china",0.58,0.1,0.07,0.69,"7.257186","-0.724759999999999","2"
"33448",24,4,1,1,1,2,1,2,"us",0.92,0.78,0.22,0.37,"26.16","-20.5872","1"
"33449",22,10,1,1,2,2,1,2,"china",0.54,0.46,0.76,0.96,"60.9968","-6.04","1"
"33450",11,1,2,1,2,1,1,2,"us",0.52,0.29,0.64,0.64,"17.46","-5.7992","1"
"33451",24,7,1,1,2,2,1,2,"us",0.04,0.05,0.85,0.86,"470.0825856","-16.619295744","3"
"33452",20,8,2,1,2,2,1,2,"china",0.22,0.38,0.06,0.97,"21.94770336","-0.189072000000001","2"
"33453",4,6,2,1,1,2,1,2,"us",0.1,0.92,0.74,0.95,"-0.0143200000000006","15.765832","2"
"33454",24,3,2,1,2,2,2,2,"china",0.43,0.16,0.36,0.74,"35.1488","-15.68","1"
"33455",15,6,1,1,3,3,1,2,"china",0.88,0.44,0.1,0.94,"24.3928","-5.56","1"
"33456",3,9,2,1,2,2,1,2,"china",0.68,0.67,0.03,0.26,"2.576752","-0.1256","2"
"33457",14,4,1,1,2,2,1,2,"china",0.5,0.05,0.31,0.68,"22.908","-2.28","1"
"33458",23,2,2,1,2,3,1,2,"us",0.52,0.78,0.85,0.23,"40.99","-17.9348","1"
"33459",7,8,1,1,2,3,1,2,"china",0.17,0.97,0.84,0.4,"351.003813833215","-7.73427005043178","5"
"33460",30,4,1,1,1,2,1,2,"china",0.13,0.98,0.39,0.1,"44.64","-1.5","1"
"33461",2,6,1,1,1,3,1,2,"china",0.64,0.18,0.86,0.73,"-1.9185264","15.06324","2"
"33462",18,4,1,1,2,3,2,2,"china",0.06,0.06,0.79,0.24,"119.82124416","-3.352768","2"
"33463",22,6,1,1,3,2,2,2,"us",0.85,0.18,0.19,0.6,"33.82","-53.094","1"
"33464",29,2,1,1,2,2,2,2,"china",0.48,0.54,0.6,0.25,"90.6272","-24.84","1"
"33465",13,4,1,1,2,2,2,2,"china",0.07,0.93,0.88,0.33,"95.313636","-2.1426","2"
"33466",6,8,2,1,2,1,2,2,"us",0.43,0.36,0.22,0.61,"6.6","-2.456","1"
"33467",3,2,2,1,2,2,2,2,"china",0.23,0.79,0.83,0.78,"-2.00262964","8.408116","2"
"33468",5,8,1,1,1,1,1,2,"us",0.16,0.28,0.27,0.24,"8.24650079006528","-0.911228546639567","4"
"33469",10,9,1,1,3,2,2,2,"china",0.08,0.63,0.24,0.92,"-18.085170434048","26.0562536448","3"
"33470",8,3,2,1,2,1,2,2,"china",0.33,0.07,0.11,0.23,"9.0774","-2.82","1"
"33471",23,2,2,1,2,2,2,2,"china",0.37,0.8,0.52,0.51,"45.344","-12.98","1"
"33472",19,4,1,1,2,2,2,2,"us",0.29,0.25,0.19,0.79,"25.22","-9.4676","1"
"33473",12,10,2,1,3,1,1,2,"us",0.82,0.19,0.85,0.27,"26.92","-19.5344","1"
"33474",27,8,1,1,3,2,1,2,"china",0.37,0.42,0.66,0.12,"86.7684","-7.51","1"
"33475",18,5,2,1,2,1,1,2,"china",0.79,0.31,0.97,0.68,"38.8266","-10.86","1"
"33476",24,7,2,1,2,2,1,2,"china",0.73,0.25,0.98,0.15,"51.25","-14.92","1"
"33477",11,8,2,1,1,1,1,2,"china",0.2,0.17,0.41,0.94,"19.0036904654","-1.81228372","3"
"33478",13,4,2,1,1,3,1,2,"us",0.22,0.16,0.23,0.61,"-5.70726676622869","335.052222961887","7"
"33479",28,1,1,1,3,2,1,2,"us",0.26,0.62,0.58,0.06,"74.24","-17.0624","1"
"33480",25,9,1,1,2,2,1,2,"china",0.98,0.06,0.45,0.21,"50.0992","-21.66","1"
"33481",19,4,2,1,3,2,1,2,"us",0.83,0.96,0.3,0.17,"25.63","-18.5929","1"
"33482",25,5,1,1,1,2,2,2,"china",0.95,0.32,0.5,0.24,"66.0056","-44.54","1"
"33483",23,5,2,1,2,2,1,2,"us",0.73,0.69,0.68,0.22,"37.26","-24.3198","1"
"33484",19,7,1,1,3,2,1,2,"us",0.52,0.54,0.53,0.04,"47.05","-22.306","1"
"33485",24,3,1,1,2,3,1,2,"china",0.91,0.18,0.41,0.66,"49.3968","-15.88","1"
"33486",25,1,2,1,3,1,2,2,"us",0.15,0.27,0.23,0.37,"33.085","-7.1855","1"
"33487",20,10,2,1,3,2,2,2,"china",0.02,0.6,0.27,0.75,"-71.50077329978","137.300064152135","5"
"33488",7,4,2,1,3,1,1,2,"china",0.69,0.6,0.66,0.39,"15.16","-2.05","1"
"33489",20,1,2,1,3,1,2,2,"china",0.09,0.02,0.86,0.79,"45.8004","-0.0199999999999996","1"
"33490",15,8,2,1,3,1,1,2,"china",0.87,0.21,0.51,0.15,"28.7325","-10.75","1"
"33491",3,9,2,1,3,2,1,2,"china",0.66,0.92,0.48,0.43,"10.828522595328","-1.8511881984","3"
"33492",17,10,2,1,1,2,2,2,"us",0.96,0.45,0.48,0.83,"20.18","-33.4256","1"
"33493",25,9,2,1,2,1,1,2,"us",0.06,0.66,0.41,0.18,"47.627328","-2.47508368","2"
